policy_id,claim_id,customer_age,customer_gender,customer_state,vehicle_make,vehicle_model,vehicle_year,claim_date,claim_type,claim_amount,deductible,claim_status,annual_premium,is_fraud
POL000376,CLM00000376,26,F,IL,Mercedes,Truck,2022,2024-02-20 16:00:29.415798,Liability,8164.15,1000,Approved,1136.58,False
POL000377,CLM00000377,58,F,CA,Nissan,Truck,2018,2023-10-07 16:00:29.415798,Uninsured Motorist,1558.83,1000,Approved,1011.87,False
POL000378,CLM00000378,52,M,OH,Honda,Hatchback,2010,2024-05-16 16:00:29.415798,Comprehensive,1307.24,2500,Approved,1415.66,False
POL000379,CLM00000379,36,M,CA,Mercedes,Hatchback,2011,2023-08-03 16:00:29.415798,Liability,1152.7,1000,Pending,1148.43,False
POL000380,CLM00000380,65,M,PA,Toyota,Hatchback,2014,2024-01-30 16:00:29.415798,Personal Injury Protection,2443.81,1000,Approved,1235.76,False
POL000381,CLM00000381,33,M,MI,Chevrolet,SUV,2013,2024-06-06 16:00:29.415798,Liability,3579.79,1000,Under Investigation,1102.09,False
POL000382,CLM00000382,20,M,GA,Kia,Truck,2019,2024-03-11 16:00:29.415798,Collision,837.9,250,Under Investigation,2004.59,True
POL000383,CLM00000383,37,M,NY,Ford,Sedan,2018,2023-11-02 16:00:29.415798,Comprehensive,1029.01,250,Pending,1140.89,False
POL000384,CLM00000384,41,M,PA,Hyundai,Coupe,2016,2024-08-15 16:00:29.415798,Uninsured Motorist,1488.49,1000,Under Investigation,1540.81,False
POL000385,CLM00000385,71,M,NY,Ford,Hatchback,2015,2024-12-01 16:00:29.415798,Collision,1147.12,250,Denied,1658.12,False
POL000386,CLM00000386,73,F,NY,Mercedes,Hatchback,2016,2025-05-14 16:00:29.415798,Collision,3092.57,500,Approved,1250.44,False
POL000387,CLM00000387,50,F,GA,Toyota,Truck,2010,2024-03-29 16:00:29.415798,Comprehensive,4277.92,1000,Approved,1210.02,False
POL000388,CLM00000388,41,M,TX,Mercedes,Truck,2010,2025-02-09 16:00:29.415798,Uninsured Motorist,3728.92,500,Approved,1191.25,False
POL000389,CLM00000389,69,M,CA,Chevrolet,SUV,2017,2025-03-24 16:00:29.415798,Personal Injury Protection,3734.36,2500,Approved,1536.66,False
POL000390,CLM00000390,28,F,FL,Nissan,SUV,2022,2024-11-16 16:00:29.415798,Uninsured Motorist,15851.06,500,Pending,1465.16,False
POL000391,CLM00000391,66,M,NC,Hyundai,Hatchback,2022,2023-06-02 16:00:29.415798,Liability,4553.65,2500,Approved,1572.06,False
POL000392,CLM00000392,25,M,NY,Chevrolet,Truck,2011,2025-04-07 16:00:29.415798,Collision,6528.71,1000,Under Investigation,996.93,False
POL000393,CLM00000393,53,M,MI,Kia,Sedan,2021,2024-12-12 16:00:29.415798,Liability,1969.2,2500,Approved,1353.25,False
POL000394,CLM00000394,55,F,PA,Kia,Coupe,2019,2024-03-26 16:00:29.415798,Personal Injury Protection,7661.83,2500,Approved,964.96,False
POL000395,CLM00000395,57,F,TX,Mercedes,Truck,2020,2025-04-03 16:00:29.415798,Liability,1877.41,500,Pending,1427.98,False
POL000396,CLM00000396,37,F,NY,Toyota,Truck,2018,2023-09-08 16:00:29.415798,Uninsured Motorist,4498.27,500,Approved,1359.98,False
POL000397,CLM00000397,79,F,TX,Chevrolet,Convertible,2016,2023-10-09 16:00:29.415798,Liability,756.45,500,Approved,1374.33,False
POL000398,CLM00000398,52,F,TX,Audi,SUV,2015,2024-02-19 16:00:29.415798,Personal Injury Protection,3520.06,1000,Approved,1135.47,False
POL000399,CLM00000399,65,M,NY,Toyota,Coupe,2010,2023-09-20 16:00:29.415798,Personal Injury Protection,1123.97,1000,Denied,1438.96,False
POL000400,CLM00000400,79,F,IL,Nissan,Hatchback,2010,2023-09-11 16:00:29.415798,Personal Injury Protection,7601.0,500,Approved,1716.0,False
POL000401,CLM00000401,42,M,OH,Kia,Truck,2011,2024-12-11 16:00:29.415798,Uninsured Motorist,7157.22,1000,Approved,1171.38,False
POL000402,CLM00000402,52,M,MI,Mercedes,Hatchback,2015,2023-10-31 16:00:29.415798,Personal Injury Protection,1869.4,1000,Approved,1139.37,False
POL000403,CLM00000403,42,F,FL,BMW,Truck,2023,2024-02-27 16:00:29.415798,Collision,23145.95,2500,Denied,1295.89,True
POL000404,CLM00000404,46,F,FL,Kia,Hatchback,2015,2024-03-08 16:00:29.415798,Personal Injury Protection,2239.75,2500,Denied,965.02,False
POL000405,CLM00000405,35,M,MI,Hyundai,Coupe,2011,2025-02-02 16:00:29.415798,Liability,594.65,500,Approved,1009.6,False
POL000406,CLM00000406,63,M,IL,Honda,SUV,2010,2023-12-26 16:00:29.415798,Liability,1367.69,1000,Approved,1035.7,False
POL000407,CLM00000407,35,M,FL,BMW,Coupe,2019,2024-05-10 16:00:29.415798,Liability,1049.28,2500,Under Investigation,1071.25,False
POL000408,CLM00000408,19,F,TX,Mercedes,Convertible,2014,2023-12-19 16:00:29.415798,Uninsured Motorist,4357.27,250,Approved,1900.82,False
POL000409,CLM00000409,71,F,GA,Audi,Sedan,2014,2025-04-27 16:00:29.415798,Liability,866.65,1000,Approved,1866.41,False
POL000410,CLM00000410,52,F,PA,BMW,SUV,2011,2025-03-04 16:00:29.415798,Uninsured Motorist,1738.51,250,Approved,1351.57,False
POL000411,CLM00000411,33,F,CA,Hyundai,Coupe,2015,2024-02-19 16:00:29.415798,Uninsured Motorist,4082.86,500,Under Investigation,996.78,False
POL000412,CLM00000412,78,F,FL,Toyota,Convertible,2018,2024-10-23 16:00:29.415798,Personal Injury Protection,3424.28,1000,Approved,1530.42,False
POL000413,CLM00000413,58,M,MI,Audi,Sedan,2011,2024-10-06 16:00:29.415798,Collision,2943.5,500,Approved,1257.99,False
POL000414,CLM00000414,53,F,GA,Kia,Convertible,2019,2024-02-06 16:00:29.415798,Personal Injury Protection,3381.25,500,Denied,1046.5,False
POL000415,CLM00000415,50,M,NY,Audi,Truck,2011,2023-07-16 16:00:29.415798,Personal Injury Protection,2058.02,500,Denied,1512.16,False
POL000416,CLM00000416,21,M,OH,Chevrolet,Truck,2012,2023-08-27 16:00:29.415798,Uninsured Motorist,599.59,500,Approved,1836.69,False
POL000417,CLM00000417,50,M,MI,Hyundai,Hatchback,2022,2025-03-04 16:00:29.415798,Uninsured Motorist,2004.52,500,Approved,1556.74,False
POL000418,CLM00000418,31,F,TX,BMW,SUV,2016,2024-07-31 16:00:29.415798,Liability,4763.56,1000,Denied,1212.04,False
POL000419,CLM00000419,38,F,OH,Chevrolet,Truck,2015,2024-03-03 16:00:29.415798,Liability,2599.48,250,Pending,1324.77,False
POL000420,CLM00000420,65,F,PA,Audi,Convertible,2021,2023-07-09 16:00:29.415798,Personal Injury Protection,4409.38,1000,Denied,1022.86,False
POL000421,CLM00000421,37,M,PA,Chevrolet,SUV,2017,2023-05-28 16:00:29.415798,Comprehensive,1657.75,1000,Approved,1232.54,False
POL000422,CLM00000422,73,M,IL,Ford,Truck,2017,2024-04-30 16:00:29.415798,Comprehensive,8057.32,1000,Approved,1323.91,False
POL000423,CLM00000423,25,M,NC,Hyundai,Hatchback,2015,2023-10-05 16:00:29.415798,Liability,231.29,2500,Under Investigation,1461.34,False
POL000424,CLM00000424,24,M,IL,Nissan,Coupe,2021,2025-03-07 16:00:29.415798,Comprehensive,3433.86,2500,Under Investigation,2145.53,False
POL000425,CLM00000425,20,M,GA,Toyota,Hatchback,2020,2024-02-17 16:00:29.415798,Liability,11485.96,1000,Approved,2181.76,False
POL000426,CLM00000426,34,M,OH,Audi,Sedan,2019,2023-11-06 16:00:29.415798,Uninsured Motorist,13329.01,250,Approved,1394.17,False
POL000427,CLM00000427,50,F,NC,Hyundai,Truck,2012,2024-08-19 16:00:29.415798,Personal Injury Protection,2364.15,1000,Denied,1459.61,False
POL000428,CLM00000428,65,F,NY,Nissan,Sedan,2012,2024-12-09 16:00:29.415798,Collision,791.4,500,Approved,1080.5,False
POL000429,CLM00000429,29,F,TX,Nissan,Sedan,2010,2025-05-16 16:00:29.415798,Personal Injury Protection,11689.81,2500,Approved,1231.23,True
POL000430,CLM00000430,76,F,OH,Mercedes,Convertible,2016,2024-08-04 16:00:29.415798,Liability,2830.29,2500,Approved,1650.13,False
POL000431,CLM00000431,68,M,IL,Chevrolet,SUV,2014,2024-12-19 16:00:29.415798,Liability,2542.82,1000,Approved,1610.92,False
POL000432,CLM00000432,39,M,CA,Nissan,Convertible,2013,2023-06-03 16:00:29.415798,Personal Injury Protection,1220.66,1000,Approved,1389.81,False
POL000433,CLM00000433,72,F,NC,Ford,Truck,2019,2023-09-16 16:00:29.415798,Liability,854.15,250,Denied,1313.47,False
POL000434,CLM00000434,39,M,NC,Hyundai,Sedan,2013,2023-08-10 16:00:29.415798,Comprehensive,5238.88,250,Approved,1019.06,False
POL000435,CLM00000435,63,F,TX,Honda,Coupe,2023,2025-05-01 16:00:29.415798,Comprehensive,5824.75,500,Approved,1510.08,False
POL000436,CLM00000436,47,F,FL,Honda,Sedan,2013,2023-10-24 16:00:29.415798,Liability,3646.58,1000,Approved,1296.1,False
POL000437,CLM00000437,55,F,PA,Audi,Coupe,2015,2024-12-03 16:00:29.415798,Liability,1388.47,1000,Approved,1052.3,False
POL000438,CLM00000438,55,M,PA,Kia,Convertible,2017,2023-06-30 16:00:29.415798,Comprehensive,1027.62,1000,Approved,1436.06,False
POL000439,CLM00000439,62,F,CA,Chevrolet,Convertible,2017,2024-06-06 16:00:29.415798,Liability,711.77,2500,Approved,1508.96,False
POL000440,CLM00000440,68,F,GA,Kia,SUV,2014,2025-01-10 16:00:29.415798,Liability,1701.82,500,Denied,1274.09,False
POL000441,CLM00000441,71,F,GA,Nissan,Sedan,2015,2024-12-10 16:00:29.415798,Personal Injury Protection,1090.23,250,Approved,1740.54,False
POL000442,CLM00000442,25,M,NY,Hyundai,Hatchback,2013,2023-10-23 16:00:29.415798,Collision,539.53,2500,Approved,1519.94,False
POL000443,CLM00000443,44,M,OH,Audi,Convertible,2021,2024-08-07 16:00:29.415798,Comprehensive,5717.83,2500,Approved,1523.02,False
POL000444,CLM00000444,44,F,MI,BMW,Convertible,2023,2023-10-02 16:00:29.415798,Personal Injury Protection,797.06,2500,Approved,1508.49,False
POL000445,CLM00000445,51,M,FL,Nissan,SUV,2020,2023-07-06 16:00:29.415798,Collision,7973.85,2500,Under Investigation,1287.85,False
POL000446,CLM00000446,38,M,IL,Chevrolet,Coupe,2022,2024-04-04 16:00:29.415798,Liability,4420.78,500,Approved,1173.73,False
POL000447,CLM00000447,47,M,MI,Honda,SUV,2018,2024-06-01 16:00:29.415798,Liability,4001.17,1000,Pending,964.36,False
POL000448,CLM00000448,50,M,MI,Mercedes,Sedan,2017,2023-07-04 16:00:29.415798,Personal Injury Protection,15761.24,250,Approved,996.55,False
POL000449,CLM00000449,45,M,NC,Hyundai,Truck,2019,2024-05-25 16:00:29.415798,Liability,824.02,250,Under Investigation,1217.3,False
POL000450,CLM00000450,64,M,CA,Toyota,Truck,2021,2023-12-26 16:00:29.415798,Uninsured Motorist,7142.17,2500,Approved,1199.6,False
POL000451,CLM00000451,50,M,PA,Kia,Coupe,2019,2025-04-22 16:00:29.415798,Personal Injury Protection,2213.56,2500,Denied,1070.83,False
POL000452,CLM00000452,22,M,NY,Audi,Convertible,2010,2024-02-04 16:00:29.415798,Collision,38990.38,500,Approved,1795.93,True
POL000453,CLM00000453,77,M,GA,Kia,Coupe,2011,2025-04-06 16:00:29.415798,Personal Injury Protection,2036.94,2500,Approved,1277.75,False
POL000454,CLM00000454,78,M,CA,Hyundai,Convertible,2018,2023-09-07 16:00:29.415798,Comprehensive,1733.14,250,Under Investigation,1763.13,False
POL000455,CLM00000455,65,F,NC,Kia,Convertible,2017,2024-05-21 16:00:29.415798,Personal Injury Protection,4562.09,250,Under Investigation,1138.92,False
POL000456,CLM00000456,36,F,IL,Hyundai,Truck,2023,2024-12-18 16:00:29.415798,Liability,2418.96,1000,Approved,1319.14,False
POL000457,CLM00000457,21,M,NY,Kia,Coupe,2012,2024-07-14 16:00:29.415798,Liability,1396.24,1000,Approved,1892.56,False
POL000458,CLM00000458,52,F,NC,Ford,SUV,2017,2025-02-18 16:00:29.415798,Uninsured Motorist,1129.72,250,Approved,991.13,True
POL000459,CLM00000459,66,F,PA,BMW,Convertible,2021,2023-10-30 16:00:29.415798,Uninsured Motorist,12812.86,250,Under Investigation,1830.41,False
POL000460,CLM00000460,34,M,PA,Nissan,Hatchback,2010,2024-01-22 16:00:29.415798,Uninsured Motorist,931.26,500,Approved,1276.34,False
POL000461,CLM00000461,61,M,PA,Nissan,Hatchback,2019,2023-11-07 16:00:29.415798,Collision,3725.99,500,Approved,1155.03,False
POL000462,CLM00000462,45,M,CA,Chevrolet,SUV,2013,2023-11-22 16:00:29.415798,Uninsured Motorist,8571.38,250,Denied,1054.88,False
POL000463,CLM00000463,47,F,CA,Toyota,Hatchback,2012,2024-07-20 16:00:29.415798,Collision,8995.64,2500,Under Investigation,1163.12,False
POL000464,CLM00000464,46,F,GA,Toyota,Sedan,2015,2023-06-19 16:00:29.415798,Uninsured Motorist,1633.28,1000,Denied,972.31,False
POL000465,CLM00000465,63,M,GA,Chevrolet,Convertible,2016,2023-11-24 16:00:29.415798,Collision,2425.55,250,Under Investigation,1178.13,False
POL000466,CLM00000466,70,M,IL,Mercedes,SUV,2013,2024-04-29 16:00:29.415798,Personal Injury Protection,1997.81,2500,Under Investigation,1534.67,False
POL000467,CLM00000467,23,M,NY,Nissan,Coupe,2016,2024-07-19 16:00:29.415798,Personal Injury Protection,642.25,250,Approved,2224.68,False
POL000468,CLM00000468,52,F,TX,Mercedes,Convertible,2018,2025-04-09 16:00:29.415798,Liability,5102.66,1000,Approved,1372.42,False
POL000469,CLM00000469,77,F,TX,Hyundai,SUV,2020,2024-02-03 16:00:29.415798,Collision,3097.97,1000,Under Investigation,1232.34,False
POL000470,CLM00000470,58,F,NC,Hyundai,Truck,2011,2024-02-22 16:00:29.415798,Comprehensive,12589.08,500,Approved,1048.65,False
POL000471,CLM00000471,54,F,PA,Honda,Coupe,2020,2023-11-04 16:00:29.415798,Liability,1308.71,500,Pending,1216.87,False
POL000472,CLM00000472,41,M,NY,Kia,Truck,2012,2025-05-12 16:00:29.415798,Personal Injury Protection,8854.64,500,Approved,1077.42,False
POL000473,CLM00000473,46,M,MI,Toyota,Convertible,2014,2023-09-12 16:00:29.415798,Collision,9501.78,500,Approved,976.71,False
POL000474,CLM00000474,66,M,CA,Honda,Coupe,2012,2024-06-19 16:00:29.415798,Uninsured Motorist,3124.63,1000,Pending,1731.61,False
POL000475,CLM00000475,63,M,OH,BMW,Hatchback,2020,2023-07-03 16:00:29.415798,Comprehensive,340.07,2500,Denied,971.71,False
POL000476,CLM00000476,70,F,FL,Chevrolet,SUV,2017,2024-09-17 16:00:29.415798,Personal Injury Protection,1785.46,2500,Approved,1750.1,False
POL000477,CLM00000477,48,F,IL,Chevrolet,Convertible,2021,2024-01-07 16:00:29.415798,Liability,17780.74,2500,Under Investigation,1046.46,True
POL000478,CLM00000478,52,M,PA,Hyundai,Sedan,2019,2023-12-15 16:00:29.415798,Collision,4012.04,250,Denied,1544.81,False
POL000479,CLM00000479,77,M,PA,Nissan,Coupe,2017,2024-09-07 16:00:29.415798,Comprehensive,5963.42,500,Approved,1586.79,False
POL000480,CLM00000480,50,F,PA,Mercedes,Coupe,2017,2024-05-17 16:00:29.415798,Collision,2726.66,500,Approved,1400.99,False
POL000481,CLM00000481,69,M,CA,Toyota,Convertible,2021,2024-04-01 16:00:29.415798,Uninsured Motorist,2384.05,1000,Under Investigation,1231.55,False
POL000482,CLM00000482,78,F,CA,Honda,Convertible,2021,2024-01-13 16:00:29.415798,Liability,460.66,1000,Under Investigation,1772.71,False
POL000483,CLM00000483,38,M,FL,Mercedes,Truck,2018,2024-01-08 16:00:29.415798,Collision,6599.43,250,Approved,1463.52,True
POL000484,CLM00000484,49,M,MI,Honda,Hatchback,2013,2023-06-18 16:00:29.415798,Personal Injury Protection,8775.17,250,Under Investigation,1351.8,False
POL000485,CLM00000485,40,M,NY,Kia,Truck,2014,2025-03-30 16:00:29.415798,Liability,1151.87,2500,Under Investigation,1261.36,False
POL000486,CLM00000486,50,M,PA,BMW,Truck,2014,2023-12-08 16:00:29.415798,Personal Injury Protection,2492.76,1000,Approved,1392.89,False
POL000487,CLM00000487,20,M,TX,BMW,Hatchback,2017,2024-07-06 16:00:29.415798,Collision,2178.21,500,Denied,1445.34,False
POL000488,CLM00000488,35,M,GA,Mercedes,Sedan,2016,2024-04-25 16:00:29.415798,Liability,4537.6,2500,Approved,1315.46,False
POL000489,CLM00000489,42,M,TX,Mercedes,Truck,2018,2024-03-05 16:00:29.415798,Personal Injury Protection,1729.58,500,Approved,1468.44,False
POL000490,CLM00000490,59,F,NC,Mercedes,Truck,2023,2023-08-04 16:00:29.415798,Uninsured Motorist,7565.4,2500,Denied,1174.14,False
POL000491,CLM00000491,48,F,TX,Honda,Coupe,2017,2024-03-05 16:00:29.415798,Uninsured Motorist,3201.34,500,Under Investigation,1024.97,False
POL000492,CLM00000492,71,F,NC,Kia,Hatchback,2011,2024-05-18 16:00:29.415798,Collision,232.89,250,Denied,1455.03,False
POL000493,CLM00000493,75,F,OH,Ford,SUV,2019,2025-03-11 16:00:29.415798,Liability,4641.16,2500,Approved,1675.52,False
POL000494,CLM00000494,20,F,GA,Mercedes,Sedan,2021,2024-10-27 16:00:29.415798,Comprehensive,8073.57,500,Approved,1536.57,True
POL000495,CLM00000495,57,M,TX,Nissan,Sedan,2013,2024-07-07 16:00:29.415798,Liability,941.94,500,Approved,1083.63,False
POL000496,CLM00000496,63,M,OH,Toyota,Hatchback,2015,2025-04-19 16:00:29.415798,Uninsured Motorist,4486.05,1000,Approved,1048.53,False
POL000497,CLM00000497,41,F,IL,Toyota,Convertible,2021,2024-11-24 16:00:29.415798,Personal Injury Protection,18582.2,2500,Approved,1438.17,False
POL000498,CLM00000498,67,M,NY,Honda,Convertible,2011,2024-04-28 16:00:29.415798,Comprehensive,3334.46,500,Approved,1197.28,False
POL000499,CLM00000499,49,F,OH,Mercedes,Coupe,2016,2023-06-22 16:00:29.415798,Collision,9335.96,1000,Approved,1371.95,True
POL000500,CLM00000500,64,F,NY,Hyundai,Coupe,2012,2023-09-20 16:00:29.415798,Comprehensive,1915.71,500,Under Investigation,1179.87,False
POL000501,CLM00000501,39,M,TX,Chevrolet,Hatchback,2022,2024-02-16 16:00:29.415798,Collision,2927.89,2500,Approved,1413.47,False
POL000502,CLM00000502,40,M,MI,Ford,Coupe,2012,2023-11-23 16:00:29.415798,Comprehensive,2429.35,250,Approved,1538.63,False
POL000503,CLM00000503,19,M,OH,Nissan,Sedan,2020,2025-01-08 16:00:29.415798,Collision,2024.1,2500,Approved,1543.09,False
POL000504,CLM00000504,44,F,GA,Kia,Sedan,2011,2024-02-20 16:00:29.415798,Collision,2571.59,2500,Approved,1148.63,False
POL000505,CLM00000505,59,M,TX,Hyundai,SUV,2020,2023-07-03 16:00:29.415798,Comprehensive,583.66,500,Approved,1446.08,False
POL000506,CLM00000506,19,F,PA,BMW,Convertible,2017,2023-09-13 16:00:29.415798,Comprehensive,2141.2,500,Approved,1679.54,False
POL000507,CLM00000507,43,F,CA,Hyundai,Hatchback,2015,2025-01-24 16:00:29.415798,Collision,11359.46,2500,Under Investigation,1089.07,True
POL000508,CLM00000508,34,F,OH,Honda,Truck,2010,2024-08-11 16:00:29.415798,Uninsured Motorist,1137.18,1000,Approved,1455.23,True
POL000509,CLM00000509,57,M,GA,Ford,Convertible,2021,2024-05-12 16:00:29.415798,Comprehensive,1026.46,1000,Denied,1552.25,False
POL000510,CLM00000510,50,M,IL,Audi,Truck,2010,2024-04-10 16:00:29.415798,Liability,3169.13,1000,Pending,1294.13,False
POL000511,CLM00000511,26,F,PA,Audi,SUV,2016,2024-08-13 16:00:29.415798,Personal Injury Protection,3331.52,500,Under Investigation,1126.83,False
POL000512,CLM00000512,60,M,IL,Mercedes,SUV,2017,2025-02-03 16:00:29.415798,Collision,4347.97,500,Approved,1199.14,False
POL000513,CLM00000513,71,M,TX,Mercedes,Coupe,2014,2024-10-29 16:00:29.415798,Collision,2660.48,2500,Pending,1274.49,False
POL000514,CLM00000514,65,M,CA,Honda,SUV,2021,2023-09-20 16:00:29.415798,Personal Injury Protection,3203.07,250,Approved,1417.13,False
POL000515,CLM00000515,56,F,OH,Kia,SUV,2020,2024-06-22 16:00:29.415798,Uninsured Motorist,2098.79,500,Approved,1424.08,False
POL000516,CLM00000516,46,F,OH,Mercedes,Truck,2014,2025-01-04 16:00:29.415798,Personal Injury Protection,832.31,2500,Under Investigation,1485.07,False
POL000517,CLM00000517,59,M,MI,Chevrolet,Coupe,2013,2023-12-05 16:00:29.415798,Comprehensive,2775.56,2500,Denied,975.96,False
POL000518,CLM00000518,72,F,MI,Ford,SUV,2023,2024-02-09 16:00:29.415798,Personal Injury Protection,6152.4,250,Approved,1556.63,False
POL000519,CLM00000519,43,M,TX,Honda,Convertible,2015,2023-07-09 16:00:29.415798,Collision,4989.32,1000,Approved,1088.55,True
POL000520,CLM00000520,52,M,TX,Toyota,SUV,2023,2025-05-19 16:00:29.415798,Personal Injury Protection,521.0,2500,Approved,1164.53,False
POL000521,CLM00000521,67,M,CA,BMW,Coupe,2015,2024-08-13 16:00:29.415798,Liability,3835.0,2500,Approved,1717.17,False
POL000522,CLM00000522,42,M,MI,Honda,Hatchback,2012,2023-05-26 16:00:29.415798,Comprehensive,1220.76,2500,Approved,1075.22,False
POL000523,CLM00000523,41,F,GA,Honda,Coupe,2018,2024-11-07 16:00:29.415798,Personal Injury Protection,11994.03,1000,Pending,1343.01,False
POL000524,CLM00000524,30,F,GA,Audi,Truck,2021,2024-11-26 16:00:29.415798,Collision,4130.98,1000,Pending,1352.74,True
POL000525,CLM00000525,77,F,CA,Nissan,Hatchback,2020,2025-04-27 16:00:29.415798,Comprehensive,7304.78,250,Under Investigation,1838.95,False
POL000526,CLM00000526,75,M,GA,Kia,Convertible,2023,2025-04-10 16:00:29.415798,Collision,3044.73,500,Approved,1710.12,False
POL000527,CLM00000527,24,M,NC,Nissan,Sedan,2016,2023-12-12 16:00:29.415798,Uninsured Motorist,2790.41,1000,Denied,2163.27,False
POL000528,CLM00000528,74,M,NY,Chevrolet,Coupe,2010,2024-05-31 16:00:29.415798,Liability,13304.33,500,Pending,1534.75,False
POL000529,CLM00000529,53,F,CA,Toyota,Truck,2022,2024-08-08 16:00:29.415798,Uninsured Motorist,7885.45,500,Under Investigation,1072.07,False
POL000530,CLM00000530,62,M,CA,Audi,Convertible,2016,2023-08-04 16:00:29.415798,Liability,3353.83,1000,Approved,1215.34,False
POL000531,CLM00000531,37,F,FL,Toyota,Hatchback,2014,2025-04-04 16:00:29.415798,Personal Injury Protection,2441.42,2500,Approved,1289.69,False
POL000532,CLM00000532,18,F,PA,Chevrolet,Convertible,2014,2024-04-27 16:00:29.415798,Comprehensive,540.68,250,Approved,2050.58,False
POL000533,CLM00000533,25,F,PA,Nissan,Coupe,2023,2025-02-21 16:00:29.415798,Personal Injury Protection,4123.95,500,Approved,1324.63,False
POL000534,CLM00000534,63,F,NC,Honda,SUV,2022,2024-04-10 16:00:29.415798,Liability,2627.78,2500,Denied,1196.39,False
POL000535,CLM00000535,33,F,MI,Mercedes,Coupe,2011,2025-04-03 16:00:29.415798,Liability,5187.23,1000,Under Investigation,1119.19,False
POL000536,CLM00000536,31,F,TX,Mercedes,Sedan,2013,2023-09-29 16:00:29.415798,Liability,7029.13,500,Approved,1060.94,False
POL000537,CLM00000537,29,M,TX,Hyundai,Coupe,2021,2024-03-27 16:00:29.415798,Collision,10228.38,500,Approved,1376.31,False
POL000538,CLM00000538,68,M,IL,BMW,Hatchback,2015,2024-10-25 16:00:29.415798,Comprehensive,4175.51,500,Approved,1616.69,False
POL000539,CLM00000539,40,F,NC,Kia,Hatchback,2019,2024-04-05 16:00:29.415798,Personal Injury Protection,1046.95,2500,Approved,1372.42,False
POL000540,CLM00000540,32,F,CA,Chevrolet,Coupe,2020,2025-04-06 16:00:29.415798,Personal Injury Protection,347.47,2500,Approved,1183.52,False
POL000541,CLM00000541,45,M,NC,BMW,Hatchback,2016,2024-07-16 16:00:29.415798,Uninsured Motorist,1306.75,2500,Denied,1117.44,False
POL000542,CLM00000542,51,F,NC,Kia,SUV,2020,2024-04-23 16:00:29.415798,Liability,11310.52,500,Approved,1415.83,False
POL000543,CLM00000543,19,F,NC,BMW,Convertible,2014,2024-07-10 16:00:29.415798,Liability,18462.4,500,Denied,2136.28,True
POL000544,CLM00000544,49,M,PA,Nissan,Coupe,2018,2025-05-07 16:00:29.415798,Liability,2349.83,250,Approved,1233.37,False
POL000545,CLM00000545,40,F,NC,Kia,SUV,2012,2024-03-22 16:00:29.415798,Personal Injury Protection,691.62,250,Approved,1327.14,False
POL000546,CLM00000546,39,F,NY,Nissan,Convertible,2010,2024-12-12 16:00:29.415798,Uninsured Motorist,1558.67,2500,Approved,1184.11,False
POL000547,CLM00000547,68,F,TX,Honda,Convertible,2013,2023-10-02 16:00:29.415798,Collision,9300.34,2500,Under Investigation,1657.4,False
POL000548,CLM00000548,42,M,IL,Audi,SUV,2018,2023-12-07 16:00:29.415798,Comprehensive,1650.75,1000,Approved,1461.43,False
POL000549,CLM00000549,75,M,NY,Nissan,Truck,2013,2024-07-28 16:00:29.415798,Collision,5372.9,2500,Under Investigation,1647.53,False
POL000550,CLM00000550,79,M,IL,Mercedes,Coupe,2011,2025-04-04 16:00:29.415798,Personal Injury Protection,3528.25,250,Approved,1521.06,False
POL000551,CLM00000551,78,F,FL,BMW,Convertible,2019,2024-06-16 16:00:29.415798,Liability,6063.26,250,Under Investigation,1482.23,False
POL000552,CLM00000552,39,F,IL,Hyundai,Convertible,2023,2025-04-17 16:00:29.415798,Comprehensive,18361.49,250,Under Investigation,1345.39,False
POL000553,CLM00000553,75,M,TX,Ford,Hatchback,2023,2023-11-19 16:00:29.415798,Personal Injury Protection,5376.44,500,Approved,1641.46,False
POL000554,CLM00000554,75,F,TX,Kia,Convertible,2014,2025-02-13 16:00:29.415798,Personal Injury Protection,3452.72,500,Denied,1554.29,False
POL000555,CLM00000555,39,F,NC,Chevrolet,SUV,2012,2024-12-27 16:00:29.415798,Personal Injury Protection,20503.97,2500,Approved,1334.97,False
POL000556,CLM00000556,66,F,OH,Hyundai,Convertible,2022,2024-03-28 16:00:29.415798,Comprehensive,4228.29,1000,Under Investigation,1221.54,True
POL000557,CLM00000557,69,F,FL,Mercedes,Truck,2021,2024-07-13 16:00:29.415798,Comprehensive,1348.91,1000,Approved,1837.27,False
POL000558,CLM00000558,59,F,CA,Nissan,Coupe,2022,2024-12-06 16:00:29.415798,Uninsured Motorist,5928.14,1000,Approved,1434.46,False
POL000559,CLM00000559,23,M,GA,Audi,Coupe,2018,2023-05-25 16:00:29.415798,Uninsured Motorist,4663.19,500,Denied,1776.54,False
POL000560,CLM00000560,32,F,IL,Honda,Convertible,2013,2024-03-31 16:00:29.415798,Collision,2190.97,250,Under Investigation,1297.69,False
POL000561,CLM00000561,71,M,OH,Ford,Sedan,2015,2024-03-13 16:00:29.415798,Comprehensive,1776.52,250,Approved,1186.07,False
POL000562,CLM00000562,60,F,NC,Toyota,Sedan,2011,2023-12-26 16:00:29.415798,Comprehensive,2212.19,500,Denied,984.74,False
POL000563,CLM00000563,77,M,PA,Hyundai,SUV,2015,2024-08-07 16:00:29.415798,Comprehensive,1751.29,1000,Approved,1332.57,False
